id,topic,sub_topic,question,correct_answer,distractor_1,distractor_2,distractor_3,explanation,difficulty
b3d6a53f,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [83, 18, 66, 12, 79, 51, 32, 27]. Perform Bubble Sort. What is the exact state of the array after the completion of 5 full pass(es)?","[12, 18, 27, 32, 51, 66, 79, 83]","[83, 18, 66, 12, 79, 51, 32, 27]","[12, 18, 27, 32, 51, 66, 79, 83]","[83, 79, 32, 18, 12, 27, 51, 66]","After 5 passes of Bubble Sort, the largest 5 elements effectively 'bubble' to the end in sorted order.",Medium
33f61076,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [2, 16, 36, 38, 30]. What is the Preorder traversal sequence of the resulting tree?","[2, 16, 36, 30, 38]","[30, 38, 36, 16, 2]","[2, 16, 36, 38, 30]","[38, 36, 30, 16, 2]",The BST is constructed by inserting nodes. Preorder visits nodes in specific recursive order.,Hard
7a65f269,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [79, 24, 65, 61, 70, 87, 85]. Perform Bubble Sort. What is the exact state of the array after the completion of 5 full pass(es)?","[24, 61, 65, 70, 79, 85, 87]","[79, 24, 65, 61, 70, 87, 85]","[24, 61, 65, 70, 79, 85, 87]","[70, 79, 24, 65, 61, 87, 85]","After 5 passes of Bubble Sort, the largest 5 elements effectively 'bubble' to the end in sorted order.",Medium
b941518f,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [34, 45, 42, 9, 14]. What is the Inorder traversal sequence of the resulting tree?","[9, 14, 34, 42, 45]","[34, 9, 14, 45, 42]","[34, 45, 42, 9, 14]","[45, 42, 34, 14, 9]",The BST is constructed by inserting nodes. Inorder visits nodes in specific recursive order.,Hard
9dd9f978,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [27, 68, 15, 47, 63, 58]. Perform Bubble Sort. What is the exact state of the array after the completion of 4 full pass(es)?","[15, 27, 47, 58, 63, 68]","[27, 68, 15, 47, 63, 58]","[15, 27, 47, 58, 63, 68]","[15, 68, 58, 63, 27, 47]","After 4 passes of Bubble Sort, the largest 4 elements effectively 'bubble' to the end in sorted order.",Medium
3ffebea2,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [18, 63, 94, 30, 78]. Perform Bubble Sort. What is the exact state of the array after the completion of 1 full pass(es)?","[18, 63, 30, 78, 94]","[18, 63, 94, 30, 78]","[18, 30, 63, 78, 94]","[78, 63, 18, 30, 94]","After 1 passes of Bubble Sort, the largest 1 elements effectively 'bubble' to the end in sorted order.",Medium
04d2629d,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(2), Push(5), Pop(), Push(18), Push(20), Pop(), Pop(). What is the element at the TOP of the stack after these operations?",2,2,3,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
7a1a0e0e,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [17, 28, 20, 8, 41]. What is the Inorder traversal sequence of the resulting tree?","[8, 17, 20, 28, 41]","[17, 8, 28, 20, 41]","[17, 28, 20, 8, 41]","[41, 28, 20, 17, 8]",The BST is constructed by inserting nodes. Inorder visits nodes in specific recursive order.,Hard
1d502508,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(7), Push(14), Push(1), Push(6), Pop(), Push(19). What is the element at the TOP of the stack after these operations?",19,7,20,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
ea2ffc97,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [11, 19, 96, 90, 40, 68, 43, 24]. Perform Bubble Sort. What is the exact state of the array after the completion of 6 full pass(es)?","[11, 19, 24, 40, 43, 68, 90, 96]","[11, 19, 96, 90, 40, 68, 43, 24]","[11, 19, 24, 40, 43, 68, 90, 96]","[40, 90, 24, 68, 11, 96, 19, 43]","After 6 passes of Bubble Sort, the largest 6 elements effectively 'bubble' to the end in sorted order.",Medium
a6f39f22,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(14), Push(5), Push(8), Push(4), Pop(), Pop(), Push(11). What is the element at the TOP of the stack after these operations?",11,14,12,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
0466bcef,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [5, 11, 37, 18, 23, 39, 38]. What is the Preorder traversal sequence of the resulting tree?","[5, 11, 37, 18, 23, 39, 38]","[23, 18, 38, 39, 37, 11, 5]","[5, 11, 37, 18, 23, 39, 38]","[39, 38, 37, 23, 18, 11, 5]",The BST is constructed by inserting nodes. Preorder visits nodes in specific recursive order.,Hard
c4e13c8d,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(14), Pop(), Push(7), Push(10), Push(14), Push(2), Pop(). What is the element at the TOP of the stack after these operations?",14,7,15,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
f9323dac,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [18, 24, 51, 43, 59, 89]. Perform Bubble Sort. What is the exact state of the array after the completion of 4 full pass(es)?","[18, 24, 43, 51, 59, 89]","[18, 24, 51, 43, 59, 89]","[18, 24, 43, 51, 59, 89]","[43, 24, 18, 51, 59, 89]","After 4 passes of Bubble Sort, the largest 4 elements effectively 'bubble' to the end in sorted order.",Medium
8f046ab5,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [37, 29, 14, 27, 21, 7]. What is the Inorder traversal sequence of the resulting tree?","[7, 14, 21, 27, 29, 37]","[37, 29, 14, 7, 27, 21]","[37, 29, 14, 27, 21, 7]","[37, 29, 27, 21, 14, 7]",The BST is constructed by inserting nodes. Inorder visits nodes in specific recursive order.,Hard
e6db8f01,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(8), Push(1), Push(16), Push(4), Push(19). What is the element at the TOP of the stack after these operations?",19,8,20,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
1c4a0dfc,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [14, 35, 3, 8, 41, 45, 31]. What is the Postorder traversal sequence of the resulting tree?","[8, 3, 31, 45, 41, 35, 14]","[14, 3, 8, 35, 31, 41, 45]","[14, 35, 3, 8, 41, 45, 31]","[45, 41, 35, 31, 14, 8, 3]",The BST is constructed by inserting nodes. Postorder visits nodes in specific recursive order.,Hard
a6a73543,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [65, 61, 98, 41, 12, 10, 45]. Perform Bubble Sort. What is the exact state of the array after the completion of 3 full pass(es)?","[41, 12, 10, 45, 61, 65, 98]","[65, 61, 98, 41, 12, 10, 45]","[10, 12, 41, 45, 61, 65, 98]","[10, 12, 41, 98, 61, 45, 65]","After 3 passes of Bubble Sort, the largest 3 elements effectively 'bubble' to the end in sorted order.",Medium
71c68012,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [29, 44, 34, 26, 72, 49, 53, 76]. Perform Bubble Sort. What is the exact state of the array after the completion of 2 full pass(es)?","[29, 26, 34, 44, 49, 53, 72, 76]","[29, 44, 34, 26, 72, 49, 53, 76]","[26, 29, 34, 44, 49, 53, 72, 76]","[53, 44, 34, 49, 76, 29, 26, 72]","After 2 passes of Bubble Sort, the largest 2 elements effectively 'bubble' to the end in sorted order.",Medium
30fa6e0e,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(10), Push(20), Push(13), Pop(). What is the element at the TOP of the stack after these operations?",20,10,21,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
b3930768,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(8), Pop(), Push(19), Push(15). What is the element at the TOP of the stack after these operations?",15,19,16,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
10dc000e,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [17, 8, 28, 14, 3, 20]. What is the Preorder traversal sequence of the resulting tree?","[17, 8, 3, 14, 28, 20]","[3, 14, 8, 20, 28, 17]","[17, 8, 28, 14, 3, 20]","[28, 20, 17, 14, 8, 3]",The BST is constructed by inserting nodes. Preorder visits nodes in specific recursive order.,Hard
64f6dec9,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(11), Push(19), Push(9), Pop(), Push(8), Pop(). What is the element at the TOP of the stack after these operations?",19,11,20,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
4a62d7ba,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(7), Push(17), Pop(), Push(17), Pop(). What is the element at the TOP of the stack after these operations?",7,7,8,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
23ee72a8,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [40, 22, 70, 89, 51, 80, 52, 67]. Perform Bubble Sort. What is the exact state of the array after the completion of 4 full pass(es)?","[22, 40, 51, 52, 67, 70, 80, 89]","[40, 22, 70, 89, 51, 80, 52, 67]","[22, 40, 51, 52, 67, 70, 80, 89]","[51, 22, 89, 40, 52, 70, 67, 80]","After 4 passes of Bubble Sort, the largest 4 elements effectively 'bubble' to the end in sorted order.",Medium
1dcbf2dc,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(19), Push(17), Push(14), Push(14), Push(1), Pop(), Push(4). What is the element at the TOP of the stack after these operations?",4,19,5,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
5f26f5d4,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [46, 24, 42, 12, 31]. What is the Inorder traversal sequence of the resulting tree?","[12, 24, 31, 42, 46]","[46, 24, 12, 42, 31]","[46, 24, 42, 12, 31]","[46, 42, 31, 24, 12]",The BST is constructed by inserting nodes. Inorder visits nodes in specific recursive order.,Hard
bc8ee8f8,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(12), Push(16), Push(2), Push(18), Push(5), Pop(), Push(5). What is the element at the TOP of the stack after these operations?",5,12,6,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
02738476,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [15, 19, 20, 44, 34, 32]. What is the Postorder traversal sequence of the resulting tree?","[32, 34, 44, 20, 19, 15]","[15, 19, 20, 44, 34, 32]","[15, 19, 20, 44, 34, 32]","[44, 34, 32, 20, 19, 15]",The BST is constructed by inserting nodes. Postorder visits nodes in specific recursive order.,Hard
31d9b29f,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [33, 20, 88, 38, 41, 77, 81, 54]. Perform Bubble Sort. What is the exact state of the array after the completion of 6 full pass(es)?","[20, 33, 38, 41, 54, 77, 81, 88]","[33, 20, 88, 38, 41, 77, 81, 54]","[20, 33, 38, 41, 54, 77, 81, 88]","[20, 54, 88, 33, 41, 77, 81, 38]","After 6 passes of Bubble Sort, the largest 6 elements effectively 'bubble' to the end in sorted order.",Medium
ede53f7e,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [66, 93, 84, 88, 85, 89, 77, 28]. Perform Bubble Sort. What is the exact state of the array after the completion of 6 full pass(es)?","[66, 28, 77, 84, 85, 88, 89, 93]","[66, 93, 84, 88, 85, 89, 77, 28]","[28, 66, 77, 84, 85, 88, 89, 93]","[28, 84, 85, 89, 88, 66, 93, 77]","After 6 passes of Bubble Sort, the largest 6 elements effectively 'bubble' to the end in sorted order.",Medium
6178e348,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(16), Push(10), Pop(), Pop(), Push(18). What is the element at the TOP of the stack after these operations?",18,18,19,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
e3cf019e,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [20, 56, 11, 78, 59, 34, 83, 96]. Perform Bubble Sort. What is the exact state of the array after the completion of 2 full pass(es)?","[11, 20, 56, 34, 59, 78, 83, 96]","[20, 56, 11, 78, 59, 34, 83, 96]","[11, 20, 34, 56, 59, 78, 83, 96]","[78, 11, 96, 59, 20, 56, 34, 83]","After 2 passes of Bubble Sort, the largest 2 elements effectively 'bubble' to the end in sorted order.",Medium
a15534cd,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(9), Push(3), Pop(), Pop(). What is the element at the TOP of the stack after these operations?",Empty,Error,0,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
6ac64f99,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(6), Pop(), Push(14), Pop(), Push(7), Push(8), Pop(). What is the element at the TOP of the stack after these operations?",7,7,8,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
63fdba70,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(1), Push(15), Pop(), Push(19). What is the element at the TOP of the stack after these operations?",19,1,20,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
2d1bb6ad,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [71, 53, 47, 95, 45, 22, 26, 81]. Perform Bubble Sort. What is the exact state of the array after the completion of 2 full pass(es)?","[47, 53, 45, 22, 26, 71, 81, 95]","[71, 53, 47, 95, 45, 22, 26, 81]","[22, 26, 45, 47, 53, 71, 81, 95]","[22, 81, 53, 71, 47, 45, 95, 26]","After 2 passes of Bubble Sort, the largest 2 elements effectively 'bubble' to the end in sorted order.",Medium
8ff8e910,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(20), Pop(), Push(13), Push(18). What is the element at the TOP of the stack after these operations?",18,13,19,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
e232b361,Trees,BST Traversal,"We insert the following values into an empty Binary Search Tree (BST) in this specific order: [36, 40, 48, 14, 12, 1]. What is the Inorder traversal sequence of the resulting tree?","[1, 12, 14, 36, 40, 48]","[36, 14, 12, 1, 40, 48]","[36, 40, 48, 14, 12, 1]","[48, 40, 36, 14, 12, 1]",The BST is constructed by inserting nodes. Inorder visits nodes in specific recursive order.,Hard
06586ec1,Stacks,Operation Tracing,"Perform the following operations on an empty Stack: Push(12), Pop(), Push(10), Push(12). What is the element at the TOP of the stack after these operations?",12,10,13,Stack Underflow,A Stack follows LIFO (Last In First Out). We trace the push/pop operations to find the last remaining item.,Easy
5cf464e8,Sorting Algorithms,Bubble Sort Tracing,"Consider the array A = [41, 89, 11, 61, 27]. Perform Bubble Sort. What is the exact state of the array after the completion of 1 full pass(es)?","[41, 11, 61, 27, 89]","[41, 89, 11, 61, 27]","[11, 27, 41, 61, 89]","[61, 41, 89, 27, 11]","After 1 passes of Bubble Sort, the largest 1 elements effectively 'bubble' to the end in sorted order.",Medium
